Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1750475181062049820,Thu Jan 25 11:06:20 +0000 2024,https://twitter.com/sziks/status/1750475181062049820,"Upon completion of studies, bursary holders join the Department’s Internship Programme wherein they gain relevant technical experience for a duration of 24 months in line with their contractual obligation to the Department and in accordance to the DPSA-regulated internship period https://t.co/QuXEvS6goC",[],193,2,1,1,en,"['https://pbs.twimg.com/media/GErv5GxXgAA3u-b.jpg', 'https://pbs.twimg.com/media/GErv5GrWsAAQLCw.jpg', 'https://pbs.twimg.com/media/GErv5GqXYAALvpd.jpg']",[],[],314067900,Official account of Minister of @DepartmentPWI | Member of SA Parliament | @myANC NEC Member | Former @KZNGov Premier 2019-2022 | Former @ANCKZN Chair,sziks,131638
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1749755572956664181,Tue Jan 23 11:26:52 +0000 2024,https://twitter.com/GCIS_IRC/status/1749755572956664181,"The Department of Sport, Arts &amp; Culture invites unemployed youth to apply for the Internship Programme.  Stipend: R7 034, 30 per month.  Duration: 24 Months.  Closing date: 26 January 2024.  Email your application to recruitment@dsac.gov.za. Only emailed",[],116,0,0,0,en,[],[],[],1036592810487676928,"The Twitter account of the Information Resource Centre of Government Communication and Information System.

Contacts: IRCsocialmedia@gcis.gov.za OR 012 473 0331",GCIS_IRC,10385
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1749724168101175323,Tue Jan 23 09:22:04 +0000 2024,https://twitter.com/ThabangMabulan_/status/1749724168101175323,"The Department of Sport, Arts &amp; Culture invites unemployed youth to apply for the Internship Programme.

Stipend: R7 034, 30 per month.

Duration: 24 Months.

Good Luck!
#OpportunitiesWithThabang #JobSeekersSA https://t.co/xkVWmOjJth","['OpportunitiesWithThabang', 'JobSeekersSA']",191,0,0,1,en,"['https://pbs.twimg.com/media/GEhE1EjXMAAm3qg.jpg', 'https://pbs.twimg.com/media/GEhE1iVXcAIPBi9.jpg', 'https://pbs.twimg.com/media/GEhE2AFXAAA56Me.jpg', 'https://pbs.twimg.com/media/GEhE2W9XkAEPU6C.jpg']",[],[],1174886588704264195,"A futuristic and visionary by a mantra. An expander of the scale and scope, of human consciousness | Aspiring
Software Engineer & DBA | Former Member at SAYPN",ThabangMabulan_,5253
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1749678708355457198,Tue Jan 23 06:21:26 +0000 2024,https://twitter.com/CapricornFMNews/status/1749678708355457198,#Unemployment Ledwaba says some of these unemployed doctors were funded by the department at different tertiary institutions including in Cuba but were let go after completing their 2-year internship and 1 year community service programme. VNM,['Unemployment'],69,0,0,1,en,[],[],[],1481829344,"96.0 PLK | 105.4 Louis Trichardt | 97.6 Tzaneen | 98.0 Hoedspruit
100.9 Lephalale | 91.7 Pretoria | 884 DSTV Audio Bouquet 
Email: news@capricornfm.co.za",CapricornFMNews,49908
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of,1749539275861856453,Mon Jan 22 21:07:22 +0000 2024,https://twitter.com/CarolBMashudu1/status/1749539275861856453,"The Department of Sport, Arts &amp; Culture invites unemployed youth to apply for the Internship Programme.

Stipend: R7 034, 30 per month.

Duration: 24 Months.

Closing date: 26 January 2024.

Email your application to recruitment@dsac.gov.za. Only emailed applications will be https://t.co/wlHTwaKB5n",[],31633,255,114,5,en,"['https://pbs.twimg.com/media/GEecp1uXgAA5KLv.jpg', 'https://pbs.twimg.com/media/GEecqsaXkAAEPt9.jpg', 'https://pbs.twimg.com/media/GEecreVW4AQ1MSn.jpg', 'https://pbs.twimg.com/media/GEecsLCWcAAF3zK.jpg']",[],[],1627312212380471299,Interview Verifications • Interview Coach • #WorkOpportunities • #Bursaries,CarolBMashudu1,46047
Internship Programme Of The Department Of Expenditure,Internship Programme Of The Department Of Expenditure,212433586387812353,Tue Jun 12 06:38:08 +0000 2012,https://twitter.com/Taxindiaonline/status/212433586387812353,Internship Programme in the Department of Expenditure - Ministry of Finance http://t.co/xCb1sHDy,[],0,0,0,0,en,[],[],[],74443269,"https://t.co/r1fp3nZf5X (“TIOL”) is India's leading online media providing news about developments in fiscal, foreign trade, and monetary policy domains.",Taxindiaonline,6679
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704334507913142606,Wed Sep 20 03:19:46 +0000 2023,https://twitter.com/CBCAgartala/status/1704334507913142606,"Union Minister @ianuragthakur felicitates players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS)
PM @narendramodi has provided every possible support for the athletes and will continue to support sportspersons, says the Minister. https://t.co/fYEovxe9nI",[],11,0,0,0,en,"['https://pbs.twimg.com/media/F6cDMSqbMAAJjoc.jpg', 'https://pbs.twimg.com/media/F6cDMfKbYAAU97X.jpg', 'https://pbs.twimg.com/media/F6cDMtFaoAAUOvW.jpg', 'https://pbs.twimg.com/media/F6cDM7ca4AABO2A.jpg']",[],"['ianuragthakur', 'narendramodi']",974161871312834561,"Official twitter account of Central Bureau of Communication (Erstwhile Directorate of Field Publicity) Field Office AGT. Ministry of I & B, Government of India.",CBCAgartala,1210
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704200792687923708,Tue Sep 19 18:28:26 +0000 2023,https://twitter.com/ianuragthakur/status/1704200792687923708,"Had the privilege of felicitating 🇮🇳's pride, our sportspersons under the Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS) at my residence today.

We had streamlined and digitised PDUNWFS to ensure easier and seamless financial aid to athletes, coaches, https://t.co/C9bx03jfCk",[],15963,829,298,10,en,"['https://pbs.twimg.com/media/F6aJktKb0AAtQFO.jpg', 'https://pbs.twimg.com/media/F6aJktEaUAEFJxp.jpg', 'https://pbs.twimg.com/media/F6aJktGaUAEN4-A.jpg', 'https://pbs.twimg.com/media/F6aJktHaUAIvDuZ.jpg']",[],[],381949397,"🇮🇳Union Minister for I&B and Youth Affairs & Sports, GoI | 4th Term Member of Parliament (LS-Hamirpur HP)",ianuragthakur,2443804
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704200200473174205,Tue Sep 19 18:26:04 +0000 2023,https://twitter.com/PIBJaipur/status/1704200200473174205,"Union Minister for Youth Affairs &amp; Sports @ianuragthakur felicitates players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS)

Read here: https://t.co/MKWrj3sDc8 https://t.co/ZudMafT0te",[],145,0,0,0,en,"['https://pbs.twimg.com/media/F6aJA6HaUAIGxPZ.jpg', 'https://pbs.twimg.com/media/F6aJBmVaUAEKUb0.jpg', 'https://pbs.twimg.com/media/F6aJCJ7aUAARiyg.jpg', 'https://pbs.twimg.com/media/F6aJC1DaUAAm61F.jpg']",[],['ianuragthakur'],3240740509,"Official Twitter account of Press Information Bureau, Government of India, Rajasthan, Jaipur.",PIBJaipur,41912
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704177619195879451,Tue Sep 19 16:56:21 +0000 2023,https://twitter.com/NewsArenaIndia/status/1704177619195879451,Union Minister Anurag Singh Thakur felicitates players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS). https://t.co/OtZvPyNbMr,[],8377,277,27,2,en,['https://pbs.twimg.com/media/F6Z0fC1XYAA2gaT.jpg'],[],[],1430724718676434950,One Stop For All Political News,NewsArenaIndia,196223
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704169306085556658,Tue Sep 19 16:23:19 +0000 2023,https://twitter.com/Indsamachar/status/1704169306085556658,Union Minister for Youth Affairs &amp; Sports @ianuragthakur felicitates players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS) https://t.co/R9rg5yzdOv,[],36,0,0,0,en,"['https://pbs.twimg.com/media/F6Zs8KoaQAAyXNk.jpg', 'https://pbs.twimg.com/media/F6Zs8l6aQAAzrLF.jpg']",[],['ianuragthakur'],982411422905778176,Indsamachar News | We are A Growing Global Digital News Agency . ‘Aham Brahmasmi’ is the absolute truth.,Indsamachar,13958
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704165639831601226,Tue Sep 19 16:08:45 +0000 2023,https://twitter.com/DDNewslive/status/1704165639831601226,"Union Minister for Youth Affairs &amp; Sports @ianuragthakur felicitates players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS)

@YASMinistry https://t.co/d20wJP3HQR",[],4493,29,3,0,en,"['https://pbs.twimg.com/media/F6Zpa7MWEAAi-HI.jpg', 'https://pbs.twimg.com/media/F6ZpdeLXgAAmwGL.jpg']",[],"['ianuragthakur', 'YASMinistry']",1100927498,"Balanced, Fair and Accurate News. DD News is India's 24*7 news channel under the nation's public broadcaster, Prasar Bharati.",DDNewslive,3729434
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704161208440627283,Tue Sep 19 15:51:08 +0000 2023,https://twitter.com/airnewsalerts/status/1704161208440627283,Union Minister @ianuragthakur felicitated players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons PDUNWFS in New Delhi. He said the scheme helps in procurement of sports equipment and training and till date 270 sportspersons have been provided support of https://t.co/zjnfdeVmYr,[],3782,30,7,0,en,"['https://pbs.twimg.com/media/F6ZlceQaYAAYu9l.jpg', 'https://pbs.twimg.com/media/F6ZlcenaQAAGfEE.jpg', 'https://pbs.twimg.com/media/F6Zlce-bYAAwj19.jpg']",[],['ianuragthakur'],1056850669,"Official account of News Services Division, Akashvani.Follow us  on WhatsApp at:https://t.co/nx7xkXfTdV",airnewsalerts,3295997
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1704160699935859186,Tue Sep 19 15:49:07 +0000 2023,https://twitter.com/PIB_India/status/1704160699935859186,"Union Minister @ianuragthakur felicitates players under Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS)

PM @narendramodi has provided every possible support for the athletes and will continue to support sportspersons, says the Minister

Read here: https://t.co/Ypv5Q166Jf",[],10395,95,12,0,en,"['https://pbs.twimg.com/media/F6ZlGStaEAAF5pF.jpg', 'https://pbs.twimg.com/media/F6ZlGz-bsAA4pG3.jpg', 'https://pbs.twimg.com/media/F6ZlHRobAAAYcRg.jpg', 'https://pbs.twimg.com/media/F6ZlHtvaYAAtZ2v.jpg']",[],"['ianuragthakur', 'narendramodi']",231033118,Press Information Bureau. Nodal agency for communicating to media on behalf of #Government of #India. In Hindi: @pibhindi For Fact Check: @PIBFactCheck,PIB_India,2908468
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1688962490615611392,Tue Aug 08 17:16:51 +0000 2023,https://twitter.com/PIBKolkata/status/1688962490615611392,"👉Financial assistance upto Rs. 5.00 Lakh for outstanding sportspersons living in indigent circumstances provided under Pandit Deendayal Upadhyay National Welfare Fund : Union Minister @ianuragthakur

Read: https://t.co/Cfb4wDElPp…

 #ParliamentQuestion

https://t.co/3sfqr1Qac3",['ParliamentQuestion'],41,0,0,0,en,['https://pbs.twimg.com/media/F3A8rNkaoAIx_dP.jpg'],[],['ianuragthakur'],3305038680,"Official Twitter account of Press Information Bureau, West Bengal, Kolkata, Government of India",PIBKolkata,18797
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1688962485624401920,Tue Aug 08 17:16:50 +0000 2023,https://twitter.com/satinathpk/status/1688962485624401920,Financial assistance upto Rs. 5.00 Lakh for outstanding sportspersons living in indigent circumstances provided under Pandit Deendayal Upadhyay National Welfare Fund : Shri Anurag Thakur https://t.co/HrowzKWzLW,[],21,0,0,0,en,[],[],[],1239483310365016064,"Satinath  Purakayastha.
Senior Computer Assistant
O/O of the DM & Collector, West Tripura .
Help Desk.
P.O .Kunjaban, Shyamali Bazar , Agartala , Tripura (w)",satinathpk,48
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1688961793803096069,Tue Aug 08 17:14:05 +0000 2023,https://twitter.com/satinathpk/status/1688961793803096069,Financial assistance upto Rs. 5.00 Lakh for outstanding sportspersons living in indigent circumstances provided under Pandit Deendayal Upadhyay National Welfare Fund : Shri Anurag Thakur https://t.co/HrowzKW1Wo,[],17,0,0,0,en,[],[],[],1239483310365016064,"Satinath  Purakayastha.
Senior Computer Assistant
O/O of the DM & Collector, West Tripura .
Help Desk.
P.O .Kunjaban, Shyamali Bazar , Agartala , Tripura (w)",satinathpk,48
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1688916739848011776,Tue Aug 08 14:15:03 +0000 2023,https://twitter.com/PIB_India/status/1688916739848011776,"Financial assistance upto Rs. 5.00 Lakh for outstanding sportspersons living in indigent circumstances provided under Pandit Deendayal Upadhyay National Welfare Fund : Union Minister @ianuragthakur

Read here: https://t.co/RFvyDxWDMU

@YASMinistry  #ParliamentQuestion https://t.co/Mf44CZ69az",['ParliamentQuestion'],4925,17,3,1,en,['https://pbs.twimg.com/media/F3A8rNkaoAIx_dP.jpg'],[],"['ianuragthakur', 'YASMinistry']",231033118,Press Information Bureau. Nodal agency for communicating to media on behalf of #Government of #India. In Hindi: @pibhindi For Fact Check: @PIBFactCheck,PIB_India,2908468
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1510890226062823431,Mon Apr 04 08:01:15 +0000 2022,https://twitter.com/ksg_ias/status/1510890226062823431,"KSG SNAPTICLE
Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons’ scheme
Read More: https://t.co/y4XGxHAOwj",[],0,0,0,0,en,[],[],[],121026141,"The Best IAS Coaching Institute for General Studies and CSAT in India.
Located in Delhi, Jaipur, Bhopal, Indore, Patna, Bengaluru, Ranchi and Imphal",ksg_ias,3876
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1508406288648392710,Mon Mar 28 11:30:58 +0000 2022,https://twitter.com/ians_india/status/1508406288648392710,"Nearly a year &amp; a half after getting financial help from the Ministry of Youth Affairs &amp; Sports (MYAS)'s Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons (PDUNWFS), #UttarPradesh's archer Neeraj Chauhan has made it to the Indian archery team for the Asian Games. https://t.co/fpU9A8s1Le",['UttarPradesh'],0,1,0,0,en,['https://pbs.twimg.com/media/FO7vbfFaUAk-bZx.jpg'],[],[],141584822,India's largest independent News Agency,ians_india,98359
Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,Pandit Deendayal Upadhyay National Welfare Fund For Sportspersons,1489517246510768129,Fri Feb 04 08:32:40 +0000 2022,https://twitter.com/allindiannews24/status/1489517246510768129,Govt is implementing Pandit Deendayal Upadhyay National Welfare Fund for Sportspersons Scheme: Anurag Thakur https://t.co/zH7mt3XsPe,[],0,0,0,0,en,[],[],[],839373813238243328,"AIN Live News is an online news portal dedicated to provide unbiased News report in Kannada, English, and Telugu.",allindiannews24,120
